Date,Time,Area_Name,Road_Type,Weather_Condition,Surface_Condition,Traffic_Density,Accident_Severity
2023-02-16,01:00,Chandni Chowk Main Road,City,Stormy,Wet,High,7
2023-02-17,22:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,5
2023-02-17,05:00,Connaught Place Outer Circle,City,Clear,Dry,High,1
2023-02-17,08:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Low,3
2023-02-17,01:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,3
2023-02-17,22:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,4
2023-02-17,17:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-02-17,18:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,3
2023-02-17,19:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,3
2023-02-17,02:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-17,22:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,8
2023-02-17,21:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,3
2023-02-17,13:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,10
2023-02-17,09:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,7
2023-02-17,18:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,9
2023-02-17,04:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,8
2023-02-17,09:00,Connaught Place Outer Circle,City,Fog,Damp,Low,7
2023-02-17,16:00,Hauz Khas Village Rd,City,Rain,Wet,High,6
2023-02-17,13:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,2
2023-02-17,18:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Medium,7
2023-02-17,23:00,Hauz Khas Village Rd,City,Stormy,Wet,High,9
2023-02-18,22:00,Lajpat Nagar Market Rd,City,Fog,Damp,High,6
2023-02-18,07:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,3
2023-02-18,02:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,7
2023-02-18,17:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-18,04:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,5
2023-02-18,04:00,Connaught Place Outer Circle,City,Stormy,Wet,Medium,8
2023-02-18,02:00,DND Flyway,Highway,Clear,Dry,High,4
2023-02-18,16:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,8
2023-02-18,22:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-02-18,14:00,Connaught Place Outer Circle,City,Stormy,Wet,High,9
2023-02-18,02:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,8
2023-02-18,09:00,Bawana Industrial Area,Rural,Fog,Damp,High,8
2023-02-18,02:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-02-18,02:00,Chandni Chowk Main Road,City,Fog,Damp,Low,4
2023-02-18,13:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,1
2023-02-18,03:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,6
2023-02-18,20:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,8
2023-02-18,20:00,Hauz Khas Village Rd,City,Fog,Damp,Low,7
2023-02-18,09:00,Bawana Industrial Area,Rural,Rain,Wet,Low,5
2023-02-19,21:00,DND Flyway,Highway,Clear,Dry,High,3
2023-02-19,20:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,9
2023-02-19,12:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,8
2023-02-19,15:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,7
2023-02-19,09:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,5
2023-02-19,08:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-02-19,06:00,DND Flyway,Highway,Fog,Damp,Low,9
2023-02-19,19:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,9
2023-02-19,02:00,Chandni Chowk Main Road,City,Fog,Damp,High,8
2023-02-19,01:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,9
2023-02-19,22:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-19,15:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-02-19,06:00,Bawana Industrial Area,Rural,Rain,Wet,High,4
2023-02-19,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-19,06:00,Chandni Chowk Main Road,City,Rain,Wet,Low,4
2023-02-19,07:00,Hauz Khas Village Rd,City,Clear,Dry,Medium,3
2023-02-19,18:00,Bawana Industrial Area,Rural,Fog,Damp,High,10
2023-02-19,01:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,8
2023-02-19,15:00,Bawana Industrial Area,Rural,Fog,Damp,Low,7
2023-02-20,23:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,7
2023-02-20,07:00,Hauz Khas Village Rd,City,Rain,Wet,Low,6
2023-02-20,05:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,7
2023-02-20,13:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,7
2023-02-20,02:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,2
2023-02-20,07:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-20,13:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,7
2023-02-20,23:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,10
2023-02-20,21:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,10
2023-02-20,04:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-02-20,16:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,10
2023-02-20,06:00,Hauz Khas Village Rd,City,Clear,Dry,Low,2
2023-02-20,23:00,Chandni Chowk Main Road,City,Rain,Wet,Low,5
2023-02-20,06:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,3
2023-02-20,17:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,9
2023-02-20,02:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,8
2023-02-20,11:00,Bawana Industrial Area,Rural,Stormy,Wet,High,10
2023-02-20,12:00,Hauz Khas Village Rd,City,Clear,Dry,Low,3
2023-02-21,05:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,8
2023-02-21,09:00,Bawana Industrial Area,Rural,Rain,Wet,Low,6
2023-02-21,17:00,Connaught Place Outer Circle,City,Clear,Dry,Low,3
2023-02-21,14:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-21,23:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,2
2023-02-21,23:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,10
2023-02-21,14:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,8
2023-02-21,15:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,3
2023-02-21,19:00,Chandni Chowk Main Road,City,Clear,Dry,Low,3
2023-02-21,16:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,8
2023-02-21,01:00,Hauz Khas Village Rd,City,Stormy,Wet,Medium,7
2023-02-21,00:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,7
2023-02-21,03:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,10
2023-02-21,15:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,9
2023-02-21,03:00,DND Flyway,Highway,Clear,Dry,High,6
2023-02-21,05:00,Chandni Chowk Main Road,City,Fog,Damp,Low,5
2023-02-21,21:00,Connaught Place Outer Circle,City,Rain,Wet,High,7
2023-02-21,06:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,5
2023-02-22,15:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,2
2023-02-22,09:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,2
2023-02-22,18:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,9
2023-02-22,10:00,Hauz Khas Village Rd,City,Fog,Damp,Medium,6
2023-02-22,16:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,9
2023-02-22,18:00,Chandni Chowk Main Road,City,Stormy,Wet,High,8
2023-02-22,17:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,High,9
2023-02-22,18:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-02-22,06:00,Bawana Industrial Area,Rural,Clear,Dry,High,3
2023-02-22,14:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,5
2023-02-22,15:00,DND Flyway,Highway,Fog,Damp,High,8
2023-02-22,06:00,Hauz Khas Village Rd,City,Stormy,Wet,Low,6
2023-02-22,23:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,7
2023-02-22,11:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,7
2023-02-22,18:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,9
2023-02-22,21:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-22,22:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,6
2023-02-22,22:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-23,17:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,3
2023-02-23,03:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-23,22:00,DND Flyway,Highway,Clear,Dry,High,6
2023-02-23,04:00,Chandni Chowk Main Road,City,Clear,Dry,Low,1
2023-02-23,08:00,Chandni Chowk Main Road,City,Clear,Dry,High,1
2023-02-23,10:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,7
2023-02-23,01:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-23,04:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-02-23,22:00,Chandni Chowk Main Road,City,Clear,Dry,Low,2
2023-02-23,12:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,6
2023-02-23,16:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-23,14:00,DND Flyway,Highway,Clear,Dry,High,3
2023-02-23,23:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,9
2023-02-23,10:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,8
2023-02-23,20:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,7
2023-02-23,04:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,7
2023-02-23,03:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,7
2023-02-23,21:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,5
2023-02-23,16:00,Hauz Khas Village Rd,City,Fog,Damp,Low,5
2023-02-23,11:00,DND Flyway,Highway,Fog,Damp,High,8
2023-02-23,00:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Medium,10
2023-02-24,02:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,7
2023-02-24,09:00,Hauz Khas Village Rd,City,Clear,Dry,High,4
2023-02-24,05:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,8
2023-02-24,21:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,6
2023-02-24,06:00,Connaught Place Outer Circle,City,Clear,Dry,Low,1
2023-02-24,15:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,10
2023-02-24,12:00,Chandni Chowk Main Road,City,Clear,Dry,Low,1
2023-02-24,14:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,9
2023-02-24,16:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Low,10
2023-02-24,05:00,Chhatarpur Farm Road,Rural,Fog,Damp,Medium,10
2023-02-24,10:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,1
2023-02-24,19:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,7
2023-02-24,00:00,DND Flyway,Highway,Rain,Wet,High,7
2023-02-24,23:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,1
2023-02-24,17:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,6
2023-02-24,21:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-02-24,17:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Medium,8
2023-02-24,16:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,8
2023-02-24,10:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-24,11:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,5
2023-02-24,03:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Medium,10
2023-02-25,06:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,5
2023-02-25,17:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,High,5
2023-02-25,03:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,3
2023-02-25,19:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,4
2023-02-25,18:00,Chandni Chowk Main Road,City,Clear,Dry,Low,1
2023-02-25,06:00,Chandni Chowk Main Road,City,Fog,Damp,Low,5
2023-02-25,12:00,Bawana Industrial Area,Rural,Rain,Wet,High,4
2023-02-25,09:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,5
2023-02-25,11:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,6
2023-02-25,23:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,10
2023-02-25,08:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Medium,2
2023-02-25,22:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,5
2023-02-25,09:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-02-25,14:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,4
2023-02-25,06:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,2
2023-02-25,10:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,1
2023-02-25,21:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,6
2023-02-25,18:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,7
2023-02-26,09:00,Bawana Industrial Area,Rural,Stormy,Wet,Medium,9
2023-02-26,10:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,4
2023-02-26,19:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,6
2023-02-26,10:00,Hauz Khas Village Rd,City,Fog,Damp,Low,6
2023-02-26,13:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,5
2023-02-26,00:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-02-26,11:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,6
2023-02-26,16:00,Chandni Chowk Main Road,City,Stormy,Wet,High,8
2023-02-26,23:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,7
2023-02-26,02:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,High,10
2023-02-26,20:00,Chandni Chowk Main Road,City,Stormy,Wet,High,6
2023-02-26,18:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Low,10
2023-02-26,15:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,3
2023-02-26,16:00,Chandni Chowk Main Road,City,Fog,Damp,High,5
2023-02-26,17:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,8
2023-02-26,00:00,Chandni Chowk Main Road,City,Rain,Wet,Low,3
2023-02-26,03:00,Hauz Khas Village Rd,City,Clear,Dry,High,3
2023-02-26,20:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,9
2023-02-26,18:00,DND Flyway,Highway,Fog,Damp,Low,6
2023-02-27,01:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,3
2023-02-27,18:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,2
2023-02-27,06:00,Chhatarpur Farm Road,Rural,Fog,Damp,Medium,10
2023-02-27,19:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,5
2023-02-27,14:00,Chandni Chowk Main Road,City,Fog,Damp,Low,6
2023-02-27,21:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,6
2023-02-27,18:00,Hauz Khas Village Rd,City,Clear,Dry,High,3
2023-02-27,11:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,9
2023-02-27,13:00,Connaught Place Outer Circle,City,Rain,Wet,Low,6
2023-02-27,08:00,Chandni Chowk Main Road,City,Rain,Wet,High,4
2023-02-27,17:00,DND Flyway,Highway,Fog,Damp,Medium,8
2023-02-27,23:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,3
2023-02-27,13:00,Hauz Khas Village Rd,City,Fog,Damp,High,8
2023-02-27,21:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-02-27,15:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,4
2023-02-27,19:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,8
2023-02-27,14:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-02-27,01:00,Connaught Place Outer Circle,City,Rain,Wet,Low,4
2023-02-28,04:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,9
2023-02-28,23:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,3
2023-02-28,10:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-02-28,07:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,5
2023-02-28,19:00,Hauz Khas Village Rd,City,Rain,Wet,Low,6
2023-02-28,11:00,Bawana Industrial Area,Rural,Clear,Dry,High,4
2023-02-28,19:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,9
2023-02-28,16:00,Connaught Place Outer Circle,City,Clear,Dry,Low,2
2023-02-28,06:00,Connaught Place Outer Circle,City,Clear,Dry,Low,1
2023-02-28,08:00,Chandni Chowk Main Road,City,Rain,Wet,Low,4
2023-02-28,05:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,4
2023-02-28,03:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,10
2023-02-28,04:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,6
2023-02-28,10:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,4
2023-02-28,11:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Low,8
2023-02-28,08:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,5
2023-02-28,23:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,6
2023-02-28,12:00,Hauz Khas Village Rd,City,Rain,Wet,Low,3
2023-02-28,22:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,8
2023-02-28,04:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-03-01,00:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,3
2023-03-01,06:00,Hauz Khas Village Rd,City,Fog,Damp,Low,6
2023-03-01,22:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,2
2023-03-01,01:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Low,9
2023-03-01,11:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,9
2023-03-01,15:00,Hauz Khas Village Rd,City,Clear,Dry,Medium,3
2023-03-01,06:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-03-01,17:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,1
2023-03-01,10:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,7
2023-03-01,10:00,Connaught Place Outer Circle,City,Clear,Dry,High,1
2023-03-01,14:00,Hauz Khas Village Rd,City,Rain,Wet,High,7
2023-03-01,21:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,9
2023-03-01,04:00,Hauz Khas Village Rd,City,Clear,Dry,Low,1
2023-03-01,19:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-03-01,14:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,3
2023-03-01,15:00,DND Flyway,Highway,Fog,Damp,Medium,7
2023-03-01,05:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Medium,6
2023-03-01,17:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,5
2023-03-02,01:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-03-02,08:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,3
2023-03-02,06:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,6
2023-03-02,18:00,DND Flyway,Highway,Fog,Damp,High,7
2023-03-02,04:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,9
2023-03-02,22:00,Bawana Industrial Area,Rural,Clear,Dry,High,2
2023-03-02,23:00,Hauz Khas Village Rd,City,Clear,Dry,Medium,1
2023-03-02,12:00,Bawana Industrial Area,Rural,Rain,Wet,Low,3
2023-03-02,05:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Medium,9
2023-03-02,10:00,DND Flyway,Highway,Clear,Dry,Medium,3
2023-03-02,19:00,DND Flyway,Highway,Fog,Damp,High,10
2023-03-02,10:00,Chandni Chowk Main Road,City,Stormy,Wet,High,9
2023-03-02,02:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,7
2023-03-02,12:00,Connaught Place Outer Circle,City,Fog,Damp,Low,7
2023-03-02,17:00,Chandni Chowk Main Road,City,Clear,Dry,Low,1
2023-03-02,19:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,6
2023-03-02,08:00,DND Flyway,Highway,Rain,Wet,Medium,6
2023-03-02,06:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,5
2023-03-03,01:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,9
2023-03-03,12:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,6
2023-03-03,22:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,3
2023-03-03,00:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-03-03,14:00,Connaught Place Outer Circle,City,Clear,Dry,Low,3
2023-03-03,22:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-03,23:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,10
2023-03-03,05:00,Chhatarpur Farm Road,Rural,Fog,Damp,Medium,8
2023-03-03,13:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,8
2023-03-03,22:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Low,3
2023-03-03,13:00,Connaught Place Outer Circle,City,Rain,Wet,High,7
2023-03-03,18:00,DND Flyway,Highway,Fog,Damp,Low,8
2023-03-03,09:00,DND Flyway,Highway,Stormy,Wet,High,10
2023-03-03,10:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,8
2023-03-03,02:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-03-03,05:00,Bawana Industrial Area,Rural,Stormy,Wet,High,10
2023-03-03,00:00,Bawana Industrial Area,Rural,Rain,Wet,High,7
2023-03-03,23:00,Bawana Industrial Area,Rural,Rain,Wet,High,6
2023-03-04,20:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,7
2023-03-04,13:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-03-04,19:00,Hauz Khas Village Rd,City,Clear,Dry,Medium,2
2023-03-04,11:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Low,8
2023-03-04,15:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,10
2023-03-04,09:00,DND Flyway,Highway,Stormy,Wet,Low,9
2023-03-04,11:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,3
2023-03-04,19:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Low,8
2023-03-04,02:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,1
2023-03-04,06:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,10
2023-03-04,08:00,Connaught Place Outer Circle,City,Rain,Wet,High,6
2023-03-04,03:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,High,7
2023-03-04,09:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,7
2023-03-04,09:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Low,10
2023-03-04,20:00,Connaught Place Outer Circle,City,Clear,Dry,High,3
2023-03-04,02:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-03-04,03:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,8
