Date,Time,Area_Name,Road_Type,Weather_Condition,Surface_Condition,Traffic_Density,Accident_Severity
2023-03-04,13:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-03-05,16:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,9
2023-03-05,02:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,4
2023-03-05,04:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,3
2023-03-05,10:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,9
2023-03-05,23:00,Hauz Khas Village Rd,City,Fog,Damp,Low,5
2023-03-05,22:00,DND Flyway,Highway,Clear,Dry,High,3
2023-03-05,17:00,DND Flyway,Highway,Fog,Damp,Low,7
2023-03-05,05:00,DND Flyway,Highway,Rain,Wet,Low,8
2023-03-05,09:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-03-05,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-03-05,18:00,Connaught Place Outer Circle,City,Stormy,Wet,Medium,8
2023-03-05,04:00,Hauz Khas Village Rd,City,Fog,Damp,Low,7
2023-03-05,16:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,5
2023-03-05,01:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,High,9
2023-03-05,16:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Medium,8
2023-03-05,05:00,DND Flyway,Highway,Rain,Wet,High,9
2023-03-05,03:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-03-05,23:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,3
2023-03-05,16:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Medium,8
2023-03-06,05:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,6
2023-03-06,19:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,7
2023-03-06,18:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,7
2023-03-06,11:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-03-06,13:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,3
2023-03-06,05:00,DND Flyway,Highway,Clear,Dry,High,3
2023-03-06,03:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,8
2023-03-06,16:00,Chandni Chowk Main Road,City,Clear,Dry,High,1
2023-03-06,11:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,5
2023-03-06,14:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,7
2023-03-06,01:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-03-06,23:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,High,8
2023-03-06,03:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,10
2023-03-06,05:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,4
2023-03-06,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-03-06,11:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-03-06,09:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,4
2023-03-06,14:00,Bawana Industrial Area,Rural,Clear,Dry,High,3
2023-03-06,04:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,4
2023-03-06,05:00,Connaught Place Outer Circle,City,Clear,Dry,High,4
2023-03-06,21:00,DND Flyway,Highway,Clear,Dry,Medium,3
2023-03-06,13:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-03-07,06:00,DND Flyway,Highway,Rain,Wet,High,6
2023-03-07,04:00,Connaught Place Outer Circle,City,Rain,Wet,Low,6
2023-03-07,06:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,6
2023-03-07,15:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Medium,1
2023-03-07,19:00,Chandni Chowk Main Road,City,Clear,Dry,High,1
2023-03-07,21:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Medium,9
2023-03-07,08:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,4
2023-03-07,05:00,Bawana Industrial Area,Rural,Rain,Wet,High,6
2023-03-07,13:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,8
2023-03-07,19:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,8
2023-03-07,16:00,Chandni Chowk Main Road,City,Rain,Wet,High,4
2023-03-07,15:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Low,5
2023-03-07,08:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Medium,10
2023-03-07,18:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,6
2023-03-07,13:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-03-07,23:00,Lajpat Nagar Market Rd,City,Fog,Damp,High,8
2023-03-07,14:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,1
2023-03-07,06:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,High,3
2023-03-07,10:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,5
2023-03-07,15:00,Hauz Khas Village Rd,City,Stormy,Wet,High,9
2023-03-07,14:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,6
2023-03-08,16:00,DND Flyway,Highway,Rain,Wet,Medium,8
2023-03-08,05:00,DND Flyway,Highway,Clear,Dry,Low,5
2023-03-08,11:00,Hauz Khas Village Rd,City,Fog,Damp,Low,7
2023-03-08,13:00,Chandni Chowk Main Road,City,Clear,Dry,High,4
2023-03-08,02:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,3
2023-03-08,13:00,Connaught Place Outer Circle,City,Rain,Wet,High,7
2023-03-08,14:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,9
2023-03-08,17:00,Connaught Place Outer Circle,City,Clear,Dry,High,1
2023-03-08,04:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,3
2023-03-08,23:00,Hauz Khas Village Rd,City,Rain,Wet,Low,3
2023-03-08,23:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-08,10:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Low,6
2023-03-08,15:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,5
2023-03-08,08:00,Hauz Khas Village Rd,City,Fog,Damp,Low,5
2023-03-08,07:00,Hauz Khas Village Rd,City,Stormy,Wet,High,6
2023-03-08,20:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,6
2023-03-08,12:00,Hauz Khas Village Rd,City,Stormy,Wet,High,9
2023-03-08,14:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-08,04:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Medium,5
2023-03-09,11:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Medium,5
2023-03-09,05:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,7
2023-03-09,05:00,Bawana Industrial Area,Rural,Rain,Wet,High,4
2023-03-09,18:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,5
2023-03-09,23:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,4
2023-03-09,18:00,Hauz Khas Village Rd,City,Stormy,Wet,Medium,8
2023-03-09,00:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,5
2023-03-09,13:00,DND Flyway,Highway,Stormy,Wet,Low,10
2023-03-09,15:00,Lajpat Nagar Market Rd,City,Fog,Damp,High,5
2023-03-09,19:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Medium,9
2023-03-09,05:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,1
2023-03-09,11:00,Chhatarpur Farm Road,Rural,Fog,Damp,Medium,9
2023-03-09,10:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,8
2023-03-09,14:00,Connaught Place Outer Circle,City,Fog,Damp,High,7
2023-03-09,20:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,8
2023-03-09,19:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,5
2023-03-09,23:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,4
2023-03-09,02:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,3
2023-03-09,20:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Medium,8
2023-03-09,15:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Low,6
2023-03-09,11:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,1
2023-03-09,07:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-10,10:00,Chandni Chowk Main Road,City,Fog,Damp,Low,4
2023-03-10,23:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,3
2023-03-10,00:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,3
2023-03-10,03:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,7
2023-03-10,22:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,10
2023-03-10,23:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,9
2023-03-10,23:00,Bawana Industrial Area,Rural,Fog,Damp,Low,8
2023-03-10,09:00,Hauz Khas Village Rd,City,Clear,Dry,Low,1
2023-03-10,12:00,Hauz Khas Village Rd,City,Rain,Wet,Low,5
2023-03-10,03:00,Chandni Chowk Main Road,City,Clear,Dry,High,4
2023-03-10,07:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,4
2023-03-10,15:00,Connaught Place Outer Circle,City,Fog,Damp,High,7
2023-03-10,03:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,4
2023-03-10,04:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,4
2023-03-10,16:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,High,5
2023-03-10,03:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,5
2023-03-10,03:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-03-11,09:00,DND Flyway,Highway,Fog,Damp,Low,9
2023-03-11,15:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,4
2023-03-11,09:00,Connaught Place Outer Circle,City,Rain,Wet,High,6
2023-03-11,11:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Medium,6
2023-03-11,15:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,High,4
2023-03-11,14:00,Connaught Place Outer Circle,City,Clear,Dry,High,3
2023-03-11,21:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,6
2023-03-11,21:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-03-11,06:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,3
2023-03-11,23:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Medium,1
2023-03-11,04:00,DND Flyway,Highway,Stormy,Wet,Medium,10
2023-03-11,02:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-03-11,11:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,1
2023-03-11,22:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,8
2023-03-11,23:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-03-11,13:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,7
2023-03-11,13:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Low,10
2023-03-11,15:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,8
2023-03-11,12:00,Hauz Khas Village Rd,City,Rain,Wet,High,5
2023-03-11,17:00,DND Flyway,Highway,Stormy,Wet,High,9
2023-03-12,05:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,6
2023-03-12,16:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,4
2023-03-12,11:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,4
2023-03-12,09:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,6
2023-03-12,16:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Low,5
2023-03-12,04:00,Hauz Khas Village Rd,City,Stormy,Wet,Medium,5
2023-03-12,20:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Medium,6
2023-03-12,03:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Low,4
2023-03-12,04:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,6
2023-03-12,15:00,Bawana Industrial Area,Rural,Rain,Wet,High,5
2023-03-12,08:00,Hauz Khas Village Rd,City,Stormy,Wet,Medium,7
2023-03-12,22:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,9
2023-03-12,15:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,7
2023-03-12,02:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Low,9
2023-03-12,02:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-03-12,17:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,6
2023-03-12,21:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,2
2023-03-13,05:00,DND Flyway,Highway,Fog,Damp,Medium,9
2023-03-13,20:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,3
2023-03-13,11:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,7
2023-03-13,11:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,5
2023-03-13,13:00,Connaught Place Outer Circle,City,Fog,Damp,Low,5
2023-03-13,18:00,Bawana Industrial Area,Rural,Rain,Wet,High,7
2023-03-13,00:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,2
2023-03-13,22:00,Chandni Chowk Main Road,City,Rain,Wet,Low,5
2023-03-13,13:00,Bawana Industrial Area,Rural,Clear,Dry,Low,3
2023-03-13,03:00,Bawana Industrial Area,Rural,Stormy,Wet,High,9
2023-03-13,10:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,5
2023-03-13,07:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Medium,8
2023-03-13,10:00,DND Flyway,Highway,Stormy,Wet,Low,7
2023-03-13,11:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-03-13,14:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Low,8
2023-03-13,21:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,High,8
2023-03-13,02:00,DND Flyway,Highway,Clear,Dry,Low,2
2023-03-14,02:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,7
2023-03-14,06:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-03-14,21:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Medium,1
2023-03-14,19:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,4
2023-03-14,05:00,Connaught Place Outer Circle,City,Rain,Wet,High,6
2023-03-14,04:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Medium,10
2023-03-14,16:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,4
2023-03-14,16:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,9
2023-03-14,09:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-14,05:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,3
2023-03-14,17:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,4
2023-03-14,12:00,Bawana Industrial Area,Rural,Fog,Damp,Low,10
2023-03-14,21:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,5
2023-03-14,02:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-14,19:00,Hauz Khas Village Rd,City,Fog,Damp,High,5
2023-03-14,23:00,Connaught Place Outer Circle,City,Stormy,Wet,High,7
2023-03-14,22:00,Chandni Chowk Main Road,City,Stormy,Wet,Low,5
2023-03-14,18:00,Chandni Chowk Main Road,City,Fog,Damp,High,5
2023-03-14,01:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,6
2023-03-14,07:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,4
2023-03-14,06:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Medium,6
2023-03-15,05:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-03-15,07:00,Hauz Khas Village Rd,City,Fog,Damp,Medium,5
2023-03-15,07:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,7
2023-03-15,08:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Low,10
2023-03-15,20:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-03-15,10:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-03-15,17:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,2
2023-03-15,16:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Medium,1
2023-03-15,00:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,3
2023-03-15,20:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,4
2023-03-15,04:00,Bawana Industrial Area,Rural,Stormy,Wet,Medium,8
2023-03-15,07:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Low,9
2023-03-15,11:00,Connaught Place Outer Circle,City,Rain,Wet,Low,6
2023-03-15,05:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,1
2023-03-15,18:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,High,5
2023-03-15,08:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-03-15,04:00,Connaught Place Outer Circle,City,Rain,Wet,Low,6
2023-03-16,05:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Medium,2
2023-03-16,03:00,DND Flyway,Highway,Clear,Dry,Medium,3
2023-03-16,02:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,3
2023-03-16,01:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Low,9
2023-03-16,23:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,5
2023-03-16,06:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,3
2023-03-16,23:00,Bawana Industrial Area,Rural,Rain,Wet,Low,5
2023-03-16,09:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,7
2023-03-16,17:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-03-16,03:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,5
2023-03-16,06:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Low,8
2023-03-16,13:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,9
2023-03-16,19:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-03-16,07:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Medium,8
2023-03-16,07:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,9
2023-03-16,15:00,Bawana Industrial Area,Rural,Stormy,Wet,High,10
2023-03-16,21:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,10
2023-03-16,20:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,6
2023-03-16,04:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Low,5
2023-03-16,08:00,Hauz Khas Village Rd,City,Fog,Damp,Low,5
2023-03-17,16:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,3
2023-03-17,08:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,5
2023-03-17,17:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,7
2023-03-17,08:00,Bawana Industrial Area,Rural,Stormy,Wet,Medium,10
2023-03-17,19:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Medium,9
2023-03-17,20:00,Chandni Chowk Main Road,City,Fog,Damp,High,7
2023-03-17,18:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,4
2023-03-17,08:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,8
2023-03-17,11:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,5
2023-03-17,14:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,5
2023-03-17,16:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,10
2023-03-17,08:00,Chandni Chowk Main Road,City,Fog,Damp,High,8
2023-03-17,19:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,4
2023-03-17,10:00,Bawana Industrial Area,Rural,Clear,Dry,Low,1
2023-03-17,15:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,2
2023-03-17,13:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,6
2023-03-17,06:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,5
2023-03-17,19:00,Hauz Khas Village Rd,City,Rain,Wet,Low,3
2023-03-17,18:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,High,4
2023-03-18,20:00,DND Flyway,Highway,Fog,Damp,Low,7
2023-03-18,15:00,DND Flyway,Highway,Rain,Wet,High,8
2023-03-18,01:00,DND Flyway,Highway,Stormy,Wet,Medium,10
2023-03-18,23:00,Chandni Chowk Main Road,City,Clear,Dry,High,3
2023-03-18,11:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,8
2023-03-18,05:00,Bawana Industrial Area,Rural,Fog,Damp,High,8
2023-03-18,19:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,High,8
2023-03-18,05:00,Connaught Place Outer Circle,City,Fog,Damp,High,5
2023-03-18,18:00,DND Flyway,Highway,Fog,Damp,High,7
2023-03-18,16:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Low,8
2023-03-18,10:00,DND Flyway,Highway,Fog,Damp,Low,7
2023-03-18,22:00,Chandni Chowk Main Road,City,Fog,Damp,High,6
2023-03-18,21:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,8
2023-03-18,23:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,9
2023-03-18,00:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-03-18,14:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,6
2023-03-18,08:00,Chhatarpur Farm Road,Rural,Fog,Damp,Medium,8
2023-03-18,13:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,2
2023-03-19,07:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,4
2023-03-19,12:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-03-19,17:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,1
2023-03-19,23:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,2
2023-03-19,10:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,7
2023-03-19,12:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,6
2023-03-19,06:00,Hauz Khas Village Rd,City,Stormy,Wet,Low,6
2023-03-19,22:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,4
2023-03-19,05:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,3
2023-03-19,08:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,8
2023-03-19,03:00,Chandni Chowk Main Road,City,Rain,Wet,Low,3
2023-03-19,09:00,DND Flyway,Highway,Rain,Wet,High,7
2023-03-19,15:00,DND Flyway,Highway,Rain,Wet,High,7
2023-03-19,14:00,DND Flyway,Highway,Stormy,Wet,Low,7
2023-03-19,06:00,Chandni Chowk Main Road,City,Rain,Wet,High,5
2023-03-19,11:00,DND Flyway,Highway,Fog,Damp,High,8
2023-03-19,22:00,Connaught Place Outer Circle,City,Fog,Damp,High,8
2023-03-19,09:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,9
2023-03-20,14:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,7
2023-03-20,11:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Low,4
2023-03-20,14:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Low,9
2023-03-20,04:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,9
2023-03-20,09:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,6
2023-03-20,12:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,8
2023-03-20,08:00,Bawana Industrial Area,Rural,Clear,Dry,High,1
2023-03-20,22:00,DND Flyway,Highway,Stormy,Wet,High,10
2023-03-20,11:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,5
2023-03-20,14:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,10
2023-03-20,23:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Medium,9
2023-03-20,23:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,High,10
2023-03-20,02:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,3
